yyyyq,Index,D3,D12,E3,E12,b/m,tbl,AAA,BAA,lty,cay,ntis,Rfree,infl,ltr,corpr,svar,csp,ik,CRSP_SPvw,CRSP_SPvwx
19404,10.58,NaN,0.670,0.310,1.050,0.7290475101,0.0002,0.0271,0.0445,0.0194,NaN,0.0106237847,0.0000499996,0.0047506000,0.0305220958,0.0089050390,0.0078649317,0.0042619728,NaN,0.0142288040,-0.0065066941
19411,9.96,NaN,0.680,0.310,1.060,0.8042698827,0.0011,0.0280,0.0438,0.0206,NaN,0.0078536231,0.0001416618,0.0047281000,-0.0087143459,-0.0010022808,0.0059333133,0.0018550226,NaN,-0.0411538322,-0.0543885448
19412,9.85,NaN,0.690,0.270,1.090,0.8015267176,0.0012,0.0277,0.0431,0.0191,NaN,0.0067224033,0.0002749873,0.0351338425,0.0223380199,0.0191184708,0.0045070171,0.0022238989,NaN,0.0070581362,-0.0114591308
19413,10.20,NaN,0.700,0.300,1.190,0.7782684119,0.0010,0.0275,0.0430,0.0193,NaN,0.0097477803,0.0002916523,0.0316763493,0.0027991552,0.0145680828,0.0028090994,0.0026685511,NaN,0.0482359056,0.0332414788
19414,8.69,NaN,0.710,0.280,1.160,0.8895097332,0.0033,0.0280,0.0438,0.0204,NaN,0.0127769977,0.0005832655,0.0219731965,-0.0068363514,-0.0054355792,0.0089862684,0.0034469828,NaN,-0.1223615064,-0.1455716703
19421,8.01,NaN,0.690,0.190,1.040,1.0348638601,0.0025,0.0286,0.0430,0.0244,NaN,0.0129183793,0.0006415980,0.0343535782,0.0172812598,0.0060982570,0.0064890879,0.0030109638,NaN,-0.0615447911,-0.0753604786
19422,8.30,NaN,0.660,0.210,0.980,0.9967098897,0.0037,0.0285,0.0433,0.0244,NaN,0.0128890436,0.0008832027,0.0187133418,0.0048796235,0.0060100441,0.0051637160,0.0032658448,NaN,0.0544044802,0.0348397097
19423,8.85,NaN,0.620,0.260,0.940,0.9440014664,0.0038,0.0280,0.0426,0.0244,NaN,0.0070277095,0.0009498496,0.0122657708,0.0059085221,0.0075180140,0.0032119932,0.0028007712,NaN,0.0860338034,0.0709194713
19424,9.77,NaN,0.590,0.370,1.030,0.8626465662,0.0038,0.0281,0.0428,0.0246,NaN,0.0019707141,0.0009498496,0.0241894389,0.0037861688,0.0061062418,0.0030330599,0.0051009425,NaN,0.1243993201,0.1012878800
19431,11.58,NaN,0.590,0.230,1.070,0.7834809988,0.0038,0.0276,0.0401,0.0247,NaN,0.0017947627,0.0009498496,0.0176611094,0.0037008685,0.0075139459,0.0029866571,0.0073223493,NaN,0.2013180474,0.1885518926
19432,12.35,NaN,0.590,0.240,1.100,0.7462686567,0.0038,0.0272,0.0388,0.0244,NaN,0.0011835780,0.0009498496,0.0173764546,0.0116416832,0.0145701929,0.0049445872,0.0013497331,NaN,0.0794217291,0.0660362169
19433,12.08,NaN,0.600,0.240,1.080,0.7636311733,0.0038,0.0269,0.0383,0.0246,NaN,0.0145296702,0.0009498496,-0.0076776364,0.0031019898,0.0043055118,0.0046425770,0.0016281149,NaN,-0.0117500068,-0.0223615493
19434,11.67,NaN,0.610,0.230,0.940,0.7874015748,0.0038,0.0274,0.0382,0.0248,NaN,0.0153565904,0.0009498496,0.0038351091,0.0023009000,0.0016864001,0.0036063366,0.0019623979,NaN,-0.0125494410,-0.0296077239
19441,12.02,NaN,0.620,0.220,0.930,0.8138864880,0.0038,0.0274,0.0370,0.0247,NaN,0.0172205083,0.0009498496,-0.0038350161,0.0074178641,0.0102327526,0.0018238471,0.0015918007,NaN,0.0465435247,0.0345975781
19442,12.98,NaN,0.630,0.230,0.920,0.7615581615,0.0038,0.0273,0.0359,0.0248,NaN,0.0162268326,0.0009498496,0.0115127094,0.0049069229,0.0059095034,0.0018004035,0.0027429124,NaN,0.0918378236,0.0773801375
19443,12.78,NaN,0.640,0.220,0.900,0.7723327182,0.0038,0.0272,0.0356,0.0247,NaN,0.0070008663,0.0009498496,0.0094822612,0.0077185536,0.0087245020,0.0025121668,0.0029150307,NaN,-0.0060770334,-0.0160233431
19444,13.28,NaN,0.640,0.260,0.930,0.7437635753,0.0038,0.0270,0.0349,0.0246,NaN,0.0101174142,0.0009498496,0.0037594000,0.0078180121,0.0217090859,0.0018962919,0.0035223172,NaN,0.0656427979,0.0485036529
19451,13.64,NaN,0.650,0.250,0.960,0.7678826431,0.0038,0.0262,0.0338,0.0236,NaN,0.0099852636,0.0009498496,-0.0018779000,0.0226408354,0.0140569829,0.0031944904,0.0040766101,NaN,0.0368756748,0.0264860098
19452,14.96,NaN,0.650,0.270,1.000,0.7188430455,0.0038,0.0261,0.0329,0.0217,NaN,0.0141637685,0.0009498496,0.0187233681,0.0389561542,0.0039002537,0.0029408340,0.0041469851,NaN,0.1141989205,0.1013758178
19453,16.16,NaN,0.660,0.210,0.990,0.6568208317,0.0038,0.0262,0.0324,0.0221,NaN,0.0118723231,0.0009498496,-0.0018535018,-0.0006548807,0.0024973186,0.0055797437,0.0036217464,NaN,0.0845304816,0.0750261545
19454,17.36,NaN,0.660,0.230,0.960,0.6132393344,0.0038,0.0261,0.0310,0.0199,NaN,0.0209598825,0.0009498496,0.0073800663,0.0428767820,0.0197954962,0.0038046579,0.0043280057,NaN,0.0873302752,0.0740515511
19461,18.08,NaN,0.680,0.190,0.900,0.6148526759,0.0038,0.0247,0.0294,0.0198,NaN,0.0279446137,0.0009498496,0.0036360163,0.0067137080,0.0196987480,0.0099809324,0.0036328539,NaN,0.0488001479,0.0396634804
19462,18.43,NaN,0.680,0.210,0.840,0.5967318354,0.0038,0.0249,0.0303,0.0206,NaN,0.0303311896,0.0009498496,0.0218485001,-0.0077865866,-0.0005127455,0.0037614985,0.0030619250,NaN,0.0288988934,0.0197780480
19463,14.96,NaN,0.690,0.260,0.890,0.7116343812,0.0038,0.0258,0.0310,0.0219,NaN,0.0453764676,0.0009498496,0.0927527432,-0.0159420500,-0.0125634675,0.0188083684,0.0026064326,NaN,-0.1868890488,-0.1941574501
19464,15.30,NaN,0.710,0.400,1.060,0.6924379233,0.0038,0.0261,0.0317,0.0212,NaN,0.0535958259,0.0009498496,0.0517678518,0.0164884606,0.0107892935,0.0119814864,0.0017810408,NaN,0.0394585926,0.0251624566
19471,15.17,NaN,0.720,0.400,1.270,0.7415349887,0.0038,0.0255,0.0315,0.0213,NaN,0.0508636352,0.0009498496,0.0199518279,0.0035017375,0.0077069517,0.0057175891,0.0008036463,0.0360430462,-0.0017867127,-0.0124167582
19472,15.21,NaN,0.760,0.380,1.440,0.7411167513,0.0038,0.0255,0.0321,0.0216,NaN,0.0468877419,0.0009498496,0.0045326151,0.0005873778,0.0044056016,0.0066625279,0.0038172362,0.0350892128,0.0112493384,-0.0025609644
19473,15.11,NaN,0.790,0.370,1.550,0.7403233985,0.0080,0.0261,0.0323,0.0213,NaN,0.0440295654,0.0018410981,0.0435565445,0.0099874455,-0.0181472040,0.0040863187,0.0043268967,0.0340529128,0.0055309461,-0.0056295411
19474,15.30,NaN,0.840,0.460,1.610,0.7253256790,0.0095,0.0286,0.0352,0.0243,NaN,0.0291661344,0.0022658090,0.0187667939,-0.0398317361,-0.0172500272,0.0023564222,0.0047609245,0.0348254595,0.0335186732,0.0142531717
19481,15.08,NaN,0.850,0.500,1.710,0.8414221219,0.0100,0.0283,0.0353,0.0241,NaN,0.0271646755,0.0024739794,-0.0001039872,0.0100316713,0.0178819176,0.0048423559,0.0058085148,0.0366345654,-0.0012021550,-0.0143733047
19482,16.74,NaN,0.850,0.530,1.860,0.7869735036,0.0100,0.0276,0.0334,0.0238,NaN,0.0243689712,0.0024989589,0.0283382945,0.0101066770,-0.0037351652,0.0027216002,0.0031442365,0.0349442901,0.1259910814,0.1123091224
19483,15.49,NaN,0.870,0.580,2.070,0.8362310712,0.0109,0.0284,0.0345,0.0242,NaN,0.0196880984,0.0026238508,0.0165346375,-0.0006030103,0.0026720514,0.0060830385,0.0030531024,0.0346856954,-0.0634963543,-0.0751172336
19484,15.20,NaN,0.930,0.680,2.290,0.8409475465,0.0116,0.0279,0.0353,0.0237,NaN,0.0150263121,0.0028486468,-0.0177662480,0.0139518298,0.0241634572,0.0076987257,0.0016330103,0.0352387868,-0.0004475160,-0.0221477736
19491,15.06,NaN,0.980,0.590,2.380,0.9017504235,0.0117,0.0270,0.0347,0.0227,NaN,0.0147718341,0.0029235750,-0.0097757845,0.0206374173,0.0083197701,0.0036761250,0.0027170669,0.0332233994,0.0040291791,-0.0120347323
19492,14.16,NaN,1.020,0.550,2.400,0.9538884243,0.0117,0.0271,0.0347,0.0217,NaN,0.0151913300,0.0029235750,0.0013976384,0.0197522249,0.0145600534,0.0030733641,0.0040919143,0.0316632816,-0.0459310554,-0.0617860969
19493,15.58,NaN,1.040,0.570,2.390,0.8750205468,0.0107,0.0260,0.0337,0.0212,NaN,0.0218940470,0.0026071997,-0.0000376019,0.0133207497,0.0157652669,0.0030861337,0.0026298133,0.0298944651,0.1156196120,0.1002230519
19494,16.76,NaN,1.140,0.610,2.320,0.7964292839,0.0110,0.0258,0.0331,0.0209,NaN,0.0264993791,0.0026904594,-0.0098225527,0.0092248107,-0.0058137340,0.0019928478,0.0042520180,0.0292330227,0.1027928596,0.0743577713
19501,17.29,NaN,1.170,0.640,2.370,0.8255277845,0.0112,0.0258,0.0324,0.0215,NaN,0.0295888023,0.0027570655,-0.0028469647,-0.0032160202,0.0066122757,0.0019435658,0.0045526400,0.0299425287,0.0482115462,0.0319813370
19502,17.69,NaN,1.200,0.720,2.540,0.8134474678,0.0115,0.0262,0.0328,0.0216,NaN,0.0317054399,0.0028819486,0.0113054669,0.0037941253,0.0006969615,0.0070713193,0.0041153743,0.0324562580,0.0356062731,0.0210227317
19503,19.45,NaN,1.330,0.750,2.720,0.7514578547,0.0130,0.0264,0.0321,0.0220,NaN,0.0270593566,0.0030484470,0.0251025769,-0.0003420354,0.0067843877,0.0055847443,0.0040318334,0.0351069665,0.1293398032,0.1071072480
19504,20.41,NaN,1.470,0.730,2.840,0.7225384419,0.0134,0.0267,0.0320,0.0224,NaN,0.0318666022,0.0033398065,0.0231088902,0.0002810931,0.0069062501,0.0065212108,0.0056625153,0.0347022515,0.0845440689,0.0544679427
19511,21.40,NaN,1.520,0.630,2.830,0.7813946002,0.0140,0.0278,0.0323,0.0241,NaN,0.0324946118,0.0034147219,0.0318352235,-0.0173171262,-0.0261489119,0.0034251258,0.0057490293,0.0334754651,0.0616344309,0.0467308726
19512,20.96,NaN,1.560,0.610,2.720,0.8003626772,0.0145,0.0294,0.0349,0.0259,NaN,0.0360789432,0.0037226874,0.0038718480,-0.0192749595,-0.0116763426,0.0032189982,0.0040645158,0.0336540298,-0.0086277766,-0.0233012631
19513,23.26,NaN,1.520,0.540,2.510,0.7161823278,0.0163,0.0284,0.0346,0.0253,NaN,0.0286331951,0.0040056569,0.0077104605,0.0156459270,0.0262505379,0.0021650677,0.0039337103,0.0337433429,0.1279206916,0.1124213056
19514,23.77,NaN,1.410,0.660,2.440,0.7213163466,0.0173,0.0301,0.0361,0.0269,0.0015091730,0.0359930302,0.0040222948,0.0140331763,-0.0186366570,-0.0148305170,0.0028790034,0.0041468933,0.0327600460,0.0396626223,0.0201593215
19521,24.37,NaN,1.420,0.590,2.400,0.7518741186,0.0159,0.0296,0.0351,0.0263,-0.0077318930,0.0319456083,0.0039141117,-0.0063251000,0.0153505835,0.0189162045,0.0020918885,0.0033227299,0.0326317489,0.0445370360,0.0297050072
19522,24.96,NaN,1.450,0.550,2.340,0.7387150879,0.0170,0.0294,0.0350,0.0259,0.0008558640,0.0276712356,0.0041138415,0.0076029831,0.0140476931,0.0043030780,0.0015395943,0.0044307208,0.0327463352,0.0382700704,0.0238289028
19523,24.54,NaN,1.450,0.560,2.360,0.7486789106,0.0171,0.0295,0.0352,0.0277,0.0027478990,0.0309430537,0.0044550210,0.0075267278,-0.0218691820,0.0060958419,0.0010364133,0.0035043688,0.0295582846,-0.0050494395,-0.0177144334
19524,26.57,NaN,1.410,0.700,2.400,0.6940733128,0.0209,0.0297,0.0351,0.0279,-0.0054821340,0.0264257239,0.0047295810,-0.0000015605,0.0045636109,0.0055079667,0.0017150965,0.0034459187,0.0320722164,0.1022760636,0.0843179951
19531,25.29,NaN,1.410,0.620,2.430,0.7624968735,0.0201,0.0312,0.0357,0.0294,-0.0035522240,0.0237857183,0.0049459203,-0.0050188287,-0.0162443481,-0.0152285056,0.0015927153,0.0028973121,0.0335997686,-0.0356490269,-0.0482816734
19532,24.14,NaN,1.420,0.630,2.510,0.7954969060,0.0211,0.0340,0.0386,0.0301,-0.0075070710,0.0272284812,0.0053785079,0.0075267566,-0.0034053246,-0.0171278090,0.0028338969,0.0028537844,0.0335385783,-0.0321285728,-0.0452479695
19533,23.35,NaN,1.420,0.600,2.550,0.8082108771,0.0179,0.0329,0.0388,0.0284,-0.0068617080,0.0255402355,0.0048876685,0.0062274646,0.0330894767,0.0345785036,0.0022887400,0.0026094226,0.0340080372,-0.0229652420,-0.0365916688
19534,24.81,NaN,1.450,0.660,2.510,0.7597009612,0.0160,0.0313,0.0374,0.0274,-0.0052772790,0.0245522600,0.0036810651,-0.0024891450,0.0231144930,0.0326963198,0.0014237256,0.0027933096,0.0332964322,0.0778480606,0.0589259288
19541,26.94,NaN,1.470,0.660,2.550,0.8049158183,0.0103,0.0286,0.0351,0.0278,0.0040301280,0.0219905388,0.0026488222,-0.0000046142,0.0391056589,0.0364720575,0.0011747169,0.0023267380,0.0320350819,0.0997454180,0.0850914834
19542,29.21,NaN,1.450,0.700,2.620,0.7324678440,0.0064,0.0290,0.0349,0.0272,0.0051715850,0.0182961416,0.0019743308,0.0024735514,0.0179357552,-0.0013335100,0.0021363147,0.0018383463,0.0314774581,0.0955817808,0.0826168779
19543,32.31,NaN,1.470,0.610,2.630,0.6777451035,0.0101,0.0289,0.0347,0.0271,0.0089424470,0.0169076788,0.0022075057,-0.0037213195,0.0087420082,0.0098304288,0.0024814238,0.0022077679,0.0321307105,0.1164633707,0.1035842952
19544,35.98,NaN,1.540,0.800,2.770,0.6041197854,0.0115,0.0290,0.0345,0.0272,0.0032753110,0.0259785788,0.0025489076,-0.0037383921,0.0044863304,0.0082210670,0.0025995305,0.0028454745,0.0318091620,0.1345144168,0.1180198286
19551,36.58,NaN,1.560,0.850,2.960,0.6077617769,0.0128,0.0302,0.0348,0.0288,0.0034912100,0.0269507429,0.0030567734,0.0000000000,-0.0232879146,-0.0068855278,0.0056923591,0.0028220555,0.0321613214,0.0295742924,0.0193086522
19552,41.03,NaN,1.570,0.960,3.220,0.5516416323,0.0141,0.0305,0.0351,0.0293,-0.0083488360,0.0243907670,0.0037060371,0.0000000000,-0.0002555155,0.0009946705,0.0020077294,0.0004541982,0.0339434204,0.1316361342,0.1206699056
19553,43.67,NaN,1.620,0.830,3.440,0.5336247911,0.0207,0.0313,0.0359,0.0298,-0.0165949350,0.0247746104,0.0046380403,0.0049766124,-0.0025756498,-0.0003443416,0.0091101812,0.0002063879,0.0353594295,0.0690102188,0.0589141633
19554,45.48,NaN,1.640,0.980,3.620,0.5098280098,0.0254,0.0315,0.0362,0.0295,-0.0101714450,0.0252451043,0.0058359651,-0.0012460845,0.0135715902,0.0111066926,0.0051366365,0.0002437992,0.0359555812,0.0544144607,0.0400008878
19561,48.48,NaN,1.730,0.920,3.690,0.5310771996,0.0225,0.0310,0.0360,0.0303,-0.0116068000,0.0266549308,0.0058110306,-0.0000015490,-0.0069223253,-0.0017631548,0.0033512541,0.0007414979,0.0349038143,0.0756995504,0.0661467412
19562,46.97,NaN,1.800,0.870,3.600,0.5515645927,0.0249,0.0326,0.0376,0.0299,-0.0159613400,0.0254605478,0.0064098111,0.0124053972,0.0136753035,-0.0081483524,0.0037767851,0.0009399364,0.0351024554,-0.0223586969,-0.0320518273
19563,45.35,NaN,1.840,0.690,3.460,0.5719095213,0.0284,0.0356,0.0407,0.0324,-0.0138765390,0.0291299064,0.0064513429,0.0073424999,-0.0344052159,-0.0287424479,0.0025215152,0.0013593543,0.0350349980,-0.0278301395,-0.0369107776
19564,46.67,NaN,1.740,0.930,3.410,0.5441768274,0.0321,0.0375,0.0437,0.0345,-0.0168209710,0.0259687010,0.0075737474,0.0085150191,-0.0287710810,-0.0309793649,0.0043170946,0.0009698413,0.0346058908,0.0412610479,0.0282356380
19571,44.11,NaN,1.730,0.910,3.400,0.5998188749,0.0308,0.0366,0.0443,0.0331,-0.0121476620,0.0262523731,0.0077316948,0.0072448797,0.0346972524,0.0343291261,0.0023279678,0.0010540988,0.0345206530,-0.0419244074,-0.0538473553
19572,47.37,NaN,1.730,0.890,3.420,0.5658765324,0.0329,0.0391,0.0463,0.0361,-0.0115231850,0.0303509904,0.0078397358,0.0119776425,-0.0420088591,-0.0457980739,0.0012765977,0.0021760295,0.0341064053,0.0860261635,0.0756979466
19573,42.42,NaN,1.760,0.740,3.470,0.6241507780,0.0353,0.0412,0.0493,0.0364,-0.0017436040,0.0341100938,0.0083716180,0.0071047616,0.0036695338,-0.0025030560,0.0043268521,0.0011169848,0.0345083703,-0.0952771863,-0.1043194107
19574,39.99,NaN,1.790,0.830,3.370,0.6536757786,0.0304,0.0381,0.0503,0.0323,0.0059908450,0.0346524958,0.0082635580,0.0035273000,0.0802081284,0.1042643298,0.0091715147,0.0006679271,0.0332939654,-0.0528142990,-0.0647434918
19581,42.10,NaN,1.770,0.680,3.140,0.6685916376,0.0130,0.0363,0.0468,0.0321,0.0099352170,0.0287632813,0.0043882037,0.0140420750,0.0117314632,0.0044502564,0.0019898349,0.0001873211,0.0306331873,0.0653920199,0.0541002524
19582,45.24,NaN,1.730,0.680,2.930,0.6246601698,0.0083,0.0357,0.0455,0.0324,0.0132413920,0.0212550839,0.0023906971,0.0034688684,0.0024026302,0.0155766180,0.0017990180,0.0007577182,0.0291489173,0.0849629398,0.0740911004
19583,50.06,NaN,1.730,0.690,2.880,0.5613711966,0.0244,0.0409,0.0487,0.0380,0.0029320240,0.0138495074,0.0041966574,-0.0000013287,-0.0809706388,-0.0559610202,0.0017120072,0.0013977792,0.0285918522,0.1166721301,0.1067466583
19584,55.21,NaN,1.750,0.840,2.890,0.5117793198,0.0277,0.0408,0.0485,0.0382,-0.0031257650,0.0234882472,0.0067174700,-0.0000013287,0.0073956226,0.0153887384,0.0030923294,0.0015858124,0.0295508150,0.1139611814,0.1038761156
19591,55.44,NaN,1.770,0.900,3.110,0.5168602815,0.0280,0.0413,0.0485,0.0403,0.0011999530,0.0248326499,0.0069253309,-0.0000013287,0.0053125309,0.0013836728,0.0019121787,0.0017683065,0.0303389629,0.0164858993,0.0085181189
19592,58.47,NaN,1.790,0.970,3.400,0.4832193909,0.0321,0.0446,0.0504,0.0419,-0.0028690940,0.0267749305,0.0074906157,0.0069084147,-0.0112063442,-0.0241288972,0.0018253147,0.0019170919,0.0311008748,0.0635842619,0.0552451513
19593,56.88,NaN,1.810,0.720,3.430,0.4923378926,0.0404,0.0452,0.0518,0.0429,0.0096333100,0.0303266393,0.0088368368,0.0045726971,-0.0038352898,-0.0067784674,0.0033138096,0.0013970167,0.0318903145,-0.0212642405,-0.0287066797
19594,59.89,NaN,1.830,0.800,3.390,0.4577837965,0.0449,0.0458,0.0528,0.0447,0.0114364860,0.0226665715,0.0105563686,0.0034149000,-0.0130249519,0.0203326116,0.0014167110,0.0009753718,0.0315456512,0.0616514480,0.0521085466
19601,55.34,NaN,1.940,0.900,3.390,0.5497980830,0.0331,0.0449,0.0525,0.0411,0.0063004060,0.0253992895,0.0096675486,-0.0000012928,0.0609260431,0.0431884259,0.0030022775,0.0003609823,0.0325456261,-0.0691375366,-0.0769727555
19602,56.92,NaN,1.950,0.840,3.260,0.5291748619,0.0246,0.0445,0.0526,0.0407,0.0116719690,0.0241805308,0.0074738674,0.0079357892,0.0152059897,0.0097440551,0.0015674427,-0.0000042243,0.0328005671,0.0390254162,0.0301189502
19603,53.52,NaN,1.950,0.730,3.270,0.5843417106,0.0248,0.0425,0.0501,0.0387,0.0113987150,0.0282377947,0.0058941985,0.0011268000,0.0375773408,0.0311631757,0.0033259927,-0.0011943574,0.0317368975,-0.0512801443,-0.0591400703
19604,58.11,NaN,1.950,0.800,3.270,0.5504229651,0.0225,0.0435,0.0510,0.0380,0.0132604380,0.0227400156,0.0057611288,0.0056198355,0.0182567356,0.0041298618,0.0021012172,-0.0013625136,0.0313569811,0.0956235921,0.0854303233
19611,65.06,NaN,1.940,0.720,3.090,0.5466798694,0.0239,0.0422,0.0502,0.0397,0.0098112620,0.0227859992,0.0058692485,0.0000000000,0.0053523818,0.0331060787,0.0016816656,-0.0012149657,0.0304981635,0.1313095588,0.1230292858
19612,64.64,NaN,1.940,0.780,3.030,0.5408211006,0.0233,0.0433,0.0503,0.0404,0.0109807960,0.0225149702,0.0057528136,0.0011192000,-0.0007042532,-0.0147027853,0.0019273825,-0.0011481273,0.0309607428,0.0007549437,-0.0065802743
19613,66.73,NaN,1.960,0.750,3.050,0.5275167211,0.0228,0.0445,0.0512,0.0403,0.0011444600,0.0255482711,0.0057528098,0.0055797761,0.0125826584,0.0166243763,0.0018358937,-0.0022923683,0.0310269551,0.0396267449,0.0317551104
19614,71.55,NaN,2.020,0.940,3.190,0.5059222584,0.0260,0.0442,0.0510,0.0415,-0.0013428330,0.0229194033,0.0061436891,0.0000000000,-0.0074777725,0.0128951675,0.0009907661,-0.0022107435,0.0318749430,0.0797273088,0.0708895207
19621,69.55,NaN,2.040,0.900,3.370,0.5457245916,0.0272,0.0439,0.0504,0.0398,-0.0005555090,0.0246977834,0.0068006194,0.0044444273,0.0344103852,0.0285415482,0.0013507473,-0.0028841357,0.0323969533,-0.0213036723,-0.0282046323
19622,54.75,NaN,2.060,0.880,3.470,0.6873574686,0.0273,0.0428,0.0502,0.0401,0.0129690970,0.0270909651,0.0067839901,0.0022124000,0.0051401533,0.0115630800,0.0168614595,-0.0027952766,0.0331163557,-0.2064254721,-0.2132159500
19623,56.27,NaN,2.080,0.810,3.530,0.6663442606,0.0278,0.0432,0.0503,0.0398,0.0145089850,0.0298655378,0.0070916080,0.0077171357,0.0137425066,0.0217922791,0.0037957782,-0.0029218017,0.0332738615,0.0353022599,0.0264463966
19624,63.10,NaN,2.130,1.080,3.670,0.5916270511,0.0287,0.0424,0.0492,0.0395,0.0079151720,0.0193209516,0.0070250985,-0.0021941951,0.0140544517,0.0153721570,0.0052707734,-0.0027965748,0.0327760006,0.1348201228,0.1230488048
19631,66.57,NaN,2.150,0.940,3.710,0.5875285706,0.0289,0.0419,0.0488,0.0401,0.0024124940,0.0137527516,0.0072578800,0.0032949122,0.0016005499,0.0108349253,0.0014518384,-0.0029958802,0.0324704732,0.0624945997,0.0542157958
19632,69.37,NaN,2.200,1.010,3.840,0.5672815754,0.0299,0.0423,0.0484,0.0407,0.0000140000,0.0177811388,0.0073410095,0.0043716000,0.0029993248,0.0039741247,0.0008869145,-0.0027715822,0.0332590138,0.0498695988,0.0416243898
19633,71.70,NaN,2.210,0.930,3.960,0.5472236248,0.0338,0.0431,0.0484,0.0410,0.0039162230,0.0104586385,0.0082220487,0.0043526000,0.0056085926,0.0039952875,0.0011866160,-0.0015243919,0.0339841746,0.0406670215,0.0331247541
19634,75.02,NaN,2.280,1.140,4.020,0.5255914542,0.0352,0.0435,0.0485,0.0417,0.0038048730,0.0089383870,0.0087289541,0.0043395741,0.0018852480,0.0029855650,0.0038872643,-0.0014968686,0.0347854580,0.0570301427,0.0470695801
19641,78.98,NaN,2.330,1.100,4.180,0.5236754417,0.0354,0.0438,0.0483,0.0424,0.0011680560,0.0176860417,0.0088120452,0.0010793313,0.0011922957,0.0078592687,0.0003697520,-0.0018579462,0.0353031508,0.0628374918,0.0553370489
19642,81.69,NaN,2.380,1.160,4.330,0.5122068551,0.0348,0.0441,0.0485,0.0419,-0.0049611930,0.0203454407,0.0086791001,0.0032368261,0.0166905921,0.0145694694,0.0008783832,-0.0019886295,0.0358344330,0.0416223453,0.0339442140
19643,84.18,NaN,2.440,1.070,4.470,0.4865371214,0.0353,0.0442,0.0482,0.0421,-0.0011967400,0.0202928340,0.0087289544,0.0032239949,0.0078156080,0.0110379704,0.0007953304,-0.0019531682,0.0366548468,0.0376960151,0.0304473914
19644,84.75,NaN,2.500,1.220,4.550,0.4872273003,0.0384,0.0444,0.0481,0.0423,-0.0033275030,0.0230537569,0.0091942164,0.0042883339,0.0090253319,0.0134384624,0.0007511229,-0.0023805734,0.0369887810,0.0155675524,0.0067763072
19651,86.16,NaN,2.550,1.230,4.680,0.4694899050,0.0393,0.0442,0.0478,0.0422,-0.0019810290,0.0191472669,0.0097092681,0.0010678000,0.0108347902,0.0102180987,0.0007036296,-0.0021373681,0.0390081749,0.0259574891,0.0187192668
19652,84.12,NaN,2.610,1.320,4.840,0.4808589565,0.0380,0.0446,0.0485,0.0423,0.0066147360,0.0175507803,0.0096677360,0.0106508036,0.0101318905,0.0015987095,0.0023258982,-0.0023808197,0.0399167555,-0.0160294341,-0.0235559317
19653,89.96,NaN,2.660,1.210,4.980,0.4485374713,0.0392,0.0452,0.0491,0.0433,-0.0042534370,0.0168400361,0.0096511245,0.0010509352,-0.0025059103,-0.0002030883,0.0009285013,-0.0013951451,0.0408129037,0.0773197067,0.0696765140
19654,92.43,NaN,2.720,1.430,5.190,0.4306378062,0.0438,0.0468,0.0502,0.0450,0.0000220000,0.0207685125,0.0103985998,0.0063213781,-0.0112893094,-0.0160094393,0.0006311635,-0.0008128875,0.0418833124,0.0354469328,0.0263704337
19661,89.23,NaN,2.780,1.380,5.340,0.4901759356,0.0459,0.0492,0.0532,0.0460,0.0056209730,0.0167283301,0.0115029181,0.0094092618,-0.0065801440,-0.0149710233,0.0014198779,-0.0004888765,0.0429885120,-0.0300079819,-0.0369736806
19662,84.74,NaN,2.830,1.440,5.460,0.5209746006,0.0450,0.0507,0.0558,0.0477,0.0085201070,0.0170778592,0.0114448043,0.0082934226,-0.0137433695,0.0016927099,0.0027879474,-0.0006660165,0.0428811809,-0.0419869637,-0.0499080554
19663,76.56,NaN,2.890,1.260,5.510,0.5854924957,0.0537,0.0549,0.0609,0.0480,0.0097843960,0.0168583351,0.0125818528,0.0102784723,0.0081719905,-0.0279226602,0.0057793295,-0.0017065219,0.0426410965,-0.0886182489,-0.0965034078
19664,80.33,NaN,2.870,1.470,5.550,0.5769451056,0.0496,0.0539,0.0618,0.0455,-0.0002229440,0.0171859796,0.0129967740,0.0050880290,0.0492790237,0.0446311608,0.0039481349,-0.0000498789,0.0417958033,0.0603589723,0.0499184579
19671,90.20,NaN,2.900,1.280,5.450,0.5495507979,0.0426,0.0513,0.0585,0.0455,-0.0071215260,0.0149309027,0.0112621299,0.0030400520,0.0126202613,0.0359762473,0.0016470279,0.0007180707,0.0402305647,0.1319817834,0.1229577960
19672,90.64,NaN,2.900,1.320,5.330,0.5532048450,0.0354,0.0544,0.0615,0.0507,-0.0070701360,0.0101498626,0.0091360572,0.0080778221,-0.0630604509,-0.0538989316,0.0027981698,0.0017294553,0.0394886785,0.0137640594,0.0057608405
19673,96.71,NaN,2.920,1.230,5.300,0.5135648458,0.0442,0.0565,0.0640,0.0517,-0.0111864640,0.0055949699,0.0107307774,0.0100109736,-0.0020564572,0.0128290630,0.0008736088,0.0022640229,0.0387304740,0.0745149724,0.0665143840
19674,96.47,NaN,2.920,1.500,5.330,0.5257924451,0.0497,0.0619,0.0693,0.0556,-0.0160715460,0.0142490269,0.0118598305,0.0089241157,-0.0407452672,-0.0425282831,0.0016705841,0.0029522247,0.0389886942,0.0053507877,-0.0030451017
